date,geo,var1
2015-01-13,geo 74,59.85
2015-01-13,geo 75,54.86
2015-01-13,geo 76,39.9
2015-01-13,geo 77,44.89
2015-01-13,geo 78,49.88
2015-01-13,geo 79,19.95
2015-01-13,geo 8,1611.01
2015-01-13,geo 80,44.89
2015-01-13,geo 81,79.8
2015-01-13,geo 82,44.89
2015-01-13,geo 83,39.9
2015-01-13,geo 84,59.85
2015-01-13,geo 85,64.84
2015-01-13,geo 86,69.83
2015-01-13,geo 87,34.91
2015-01-13,geo 88,29.92
2015-01-13,geo 89,39.9
2015-01-13,geo 9,1451.41
2015-01-13,geo 90,24.94
2015-01-13,geo 91,44.89
2015-01-13,geo 92,39.9
2015-01-13,geo 93,19.95
2015-01-13,geo 94,24.94
2015-01-13,geo 95,24.94
2015-01-13,geo 96,29.92
2015-01-13,geo 97,14.97
2015-01-13,geo 98,19.95
2015-01-13,geo 99,9.97
2015-01-14,geo 1,5938.8
2015-01-14,geo 10,1433.33
2015-01-14,geo 100,10.02
2015-01-14,geo 11,1513.52
2015-01-14,geo 12,1187.76
2015-01-14,geo 13,1212.82
2015-01-14,geo 14,972.26
2015-01-14,geo 15,1172.72
2015-01-14,geo 16,957.22
2015-01-14,geo 17,917.13
2015-01-14,geo 18,856.99
2015-01-14,geo 19,867.02
2015-01-14,geo 2,5342.42
2015-01-14,geo 20,771.8
2015-01-14,geo 21,801.86
2015-01-14,geo 22,546.27
2015-01-14,geo 23,932.16
2015-01-14,geo 24,586.36
2015-01-14,geo 25,476.1
2015-01-14,geo 26,436.02
2015-01-14,geo 27,345.8
2015-01-14,geo 28,420.98
2015-01-14,geo 29,330.76
2015-01-14,geo 3,4415.26
2015-01-14,geo 30,350.82
2015-01-14,geo 31,275.64
2015-01-14,geo 32,305.71
2015-01-14,geo 33,290.68
2015-01-14,geo 34,275.64
2015-01-14,geo 35,240.56
2015-01-14,geo 36,190.44
2015-01-14,geo 37,235.54
2015-01-14,geo 38,220.52
2015-01-14,geo 39,275.64
2015-01-14,geo 4,3843.93
2015-01-14,geo 40,270.62
2015-01-14,geo 41,300.7
2015-01-14,geo 42,235.54
2015-01-14,geo 43,150.34
2015-01-14,geo 44,250.58
2015-01-14,geo 45,220.52
2015-01-14,geo 46,175.4
2015-01-14,geo 47,150.34
2015-01-14,geo 48,240.56
2015-01-14,geo 49,190.44
2015-01-14,geo 5,2410.6
2015-01-14,geo 50,150.34
2015-01-14,geo 51,155.36
2015-01-14,geo 52,195.46
2015-01-14,geo 53,145.34
2015-01-14,geo 54,140.32
2015-01-14,geo 55,165.38
2015-01-14,geo 56,160.38
2015-01-14,geo 57,75.18
2015-01-14,geo 58,100.24
2015-01-14,geo 59,150.34
2015-01-14,geo 6,2230.19
2015-01-14,geo 60,100.24
2015-01-14,geo 61,115.26
2015-01-14,geo 62,105.24
2015-01-14,geo 63,75.18
2015-01-14,geo 64,90.2
2015-01-14,geo 65,100.24
2015-01-14,geo 66,75.18
2015-01-14,geo 67,100.24
2015-01-14,geo 68,75.18
2015-01-14,geo 69,80.18
2015-01-14,geo 7,1914.45
2015-01-14,geo 70,70.16
2015-01-14,geo 71,70.16
2015-01-14,geo 72,65.16
2015-01-14,geo 73,35.08
2015-01-14,geo 74,80.18
2015-01-14,geo 75,80.18
2015-01-14,geo 76,60.14
2015-01-14,geo 77,90.2
2015-01-14,geo 78,65.16
2015-01-14,geo 79,70.16
2015-01-14,geo 8,1889.39
2015-01-14,geo 80,95.22
2015-01-14,geo 81,85.2
2015-01-14,geo 82,45.1
2015-01-14,geo 83,55.12
2015-01-14,geo 84,75.18
2015-01-14,geo 85,55.12
2015-01-14,geo 86,65.16
2015-01-14,geo 87,60.14
2015-01-14,geo 88,50.12
2015-01-14,geo 89,40.1
2015-01-14,geo 9,1608.74
2015-01-14,geo 90,15.04
2015-01-14,geo 91,25.06
2015-01-14,geo 92,35.08
2015-01-14,geo 93,15.04
2015-01-14,geo 94,25.06
2015-01-14,geo 95,10.02
2015-01-14,geo 96,10.02
2015-01-14,geo 97,35.08
2015-01-14,geo 98,20.04
2015-01-14,geo 99,20.04
2015-01-15,geo 1,5796
2015-01-15,geo 10,1601.32
2015-01-15,geo 100,20.14
2015-01-15,geo 11,1460.33
2015-01-15,geo 12,1112.87
2015-01-15,geo 13,1178.33
2015-01-15,geo 14,1284.09
2015-01-15,geo 15,1117.9
2015-01-15,geo 16,956.77
2015-01-15,geo 17,906.41
2015-01-15,geo 18,936.62
2015-01-15,geo 19,830.88
2015-01-15,geo 2,5287.4
2015-01-15,geo 20,830.88
2015-01-15,geo 21,574.06
2015-01-15,geo 22,579.1
2015-01-15,geo 23,372.63
2015-01-15,geo 24,498.53
2015-01-15,geo 25,407.88
2015-01-15,geo 26,498.53
2015-01-15,geo 27,342.43
2015-01-15,geo 28,377.67
2015-01-15,geo 29,317.25
2015-01-15,geo 3,4521.99
2015-01-15,geo 30,276.96
2015-01-15,geo 31,407.88
2015-01-15,geo 32,312.21
2015-01-15,geo 33,337.39
2015-01-15,geo 34,206.46
2015-01-15,geo 35,226.6
2015-01-15,geo 36,266.89
2015-01-15,geo 37,241.71
2015-01-15,geo 38,231.64
2015-01-15,geo 39,226.6
2015-01-15,geo 4,3444.37
2015-01-15,geo 40,282
2015-01-15,geo 41,241.71
2015-01-15,geo 42,161.14
2015-01-15,geo 43,191.35
2015-01-15,geo 44,261.85
2015-01-15,geo 45,196.39
2015-01-15,geo 46,156.1
2015-01-15,geo 47,206.46
2015-01-15,geo 48,161.14
2015-01-15,geo 49,206.46
2015-01-15,geo 5,2371.78
2015-01-15,geo 50,191.35
2015-01-15,geo 51,176.24
2015-01-15,geo 52,146.03
2015-01-15,geo 53,191.35
2015-01-15,geo 54,80.57
2015-01-15,geo 55,110.79
2015-01-15,geo 56,171.21
2015-01-15,geo 57,161.14
2015-01-15,geo 58,80.57
2015-01-15,geo 59,100.72
2015-01-15,geo 6,2120
2015-01-15,geo 60,110.79
2015-01-15,geo 61,100.72
2015-01-15,geo 62,100.72
2015-01-15,geo 63,70.5
2015-01-15,geo 64,80.57
2015-01-15,geo 65,120.86
2015-01-15,geo 66,95.68
2015-01-15,geo 67,135.96
2015-01-15,geo 68,100.72
2015-01-15,geo 69,85.61
2015-01-15,geo 7,2104.89
2015-01-15,geo 70,100.72
2015-01-15,geo 71,50.36
2015-01-15,geo 72,35.25
2015-01-15,geo 73,70.5
2015-01-15,geo 74,80.57
2015-01-15,geo 75,100.72
2015-01-15,geo 76,85.61
2015-01-15,geo 77,40.29
2015-01-15,geo 78,45.32
2015-01-15,geo 79,65.47
2015-01-15,geo 8,1853.11
2015-01-15,geo 80,110.79
2015-01-15,geo 81,20.14
2015-01-15,geo 82,30.21
2015-01-15,geo 83,35.25
2015-01-15,geo 84,65.47
2015-01-15,geo 85,30.21
2015-01-15,geo 86,55.39
2015-01-15,geo 87,50.36
2015-01-15,geo 88,15.11
2015-01-15,geo 89,55.39
2015-01-15,geo 9,1626.5
2015-01-15,geo 90,30.21
2015-01-15,geo 91,35.25
2015-01-15,geo 92,20.14
2015-01-15,geo 93,15.11
2015-01-15,geo 94,45.32
2015-01-15,geo 95,35.25
2015-01-15,geo 96,25.18
2015-01-15,geo 97,20.14
2015-01-15,geo 99,10.07
2015-01-16,geo 1,5434.01
2015-01-16,geo 10,1133.35
2015-01-16,geo 100,5.06
2015-01-16,geo 11,1234.54
2015-01-16,geo 12,1219.37
2015-01-16,geo 13,1052.39
2015-01-16,geo 14,996.74
2015-01-16,geo 15,824.71
2015-01-16,geo 16,844.95
2015-01-16,geo 17,784.23
2015-01-16,geo 18,672.93
2015-01-16,geo 19,505.96
2015-01-16,geo 2,4452.45
2015-01-16,geo 20,460.42
2015-01-16,geo 21,576.79
2015-01-16,geo 22,389.59
2015-01-16,geo 23,404.77
2015-01-16,geo 24,354.17
2015-01-16,geo 25,495.84
2015-01-16,geo 26,313.69
2015-01-16,geo 27,323.81
2015-01-16,geo 28,273.21
2015-01-16,geo 29,318.76
2015-01-16,geo 3,3693.51
2015-01-16,geo 30,288.39
2015-01-16,geo 31,217.56
2015-01-16,geo 32,258.04
2015-01-16,geo 33,288.39
2015-01-16,geo 34,359.23
2015-01-16,geo 35,227.68
2015-01-16,geo 36,252.98
2015-01-16,geo 37,101.2
2015-01-16,geo 38,268.16
2015-01-16,geo 39,197.33
2015-01-16,geo 4,3066.11
2015-01-16,geo 40,182.15
2015-01-16,geo 41,177.08
2015-01-16,geo 42,202.38
2015-01-16,geo 43,182.15
2015-01-16,geo 44,121.43
2015-01-16,geo 45,172.03
2015-01-16,geo 46,121.43
2015-01-16,geo 47,121.43
2015-01-16,geo 48,141.67
2015-01-16,geo 49,136.61
2015-01-16,geo 5,2600.64
2015-01-16,geo 50,161.91
2015-01-16,geo 51,65.78
2015-01-16,geo 52,116.37
2015-01-16,geo 53,146.73
2015-01-16,geo 54,146.73
2015-01-16,geo 55,121.43
2015-01-16,geo 56,106.25
2015-01-16,geo 57,141.67
2015-01-16,geo 58,65.78
2015-01-16,geo 59,116.37
2015-01-16,geo 6,1786.04
2015-01-16,geo 60,91.07
2015-01-16,geo 61,40.48
2015-01-16,geo 62,70.83
2015-01-16,geo 63,60.72
2015-01-16,geo 64,101.2
2015-01-16,geo 65,101.2
2015-01-16,geo 66,86.01
2015-01-16,geo 67,80.95
2015-01-16,geo 68,60.72
2015-01-16,geo 69,50.6
2015-01-16,geo 7,1912.53
2015-01-16,geo 70,60.72
2015-01-16,geo 71,65.78
2015-01-16,geo 72,91.07
2015-01-16,geo 73,75.9
2015-01-16,geo 74,40.48
2015-01-16,geo 75,60.72
2015-01-16,geo 76,60.72
2015-01-16,geo 77,75.9
2015-01-16,geo 78,65.78
2015-01-16,geo 79,40.48
2015-01-16,geo 8,1694.96
2015-01-16,geo 80,25.3
2015-01-16,geo 81,60.72
2015-01-16,geo 82,15.18
2015-01-16,geo 83,15.18
2015-01-16,geo 84,50.6
2015-01-16,geo 85,15.18
2015-01-16,geo 86,30.35
2015-01-16,geo 87,50.6
2015-01-16,geo 88,35.42
2015-01-16,geo 89,15.18
2015-01-16,geo 9,1543.18
2015-01-16,geo 90,5.06
2015-01-16,geo 91,10.12
2015-01-16,geo 92,30.35
2015-01-16,geo 93,70.83
2015-01-16,geo 94,25.3
2015-01-16,geo 95,5.06
2015-01-16,geo 96,20.23
2015-01-16,geo 97,5.06
2015-01-16,geo 98,10.12
2015-01-17,geo 1,2490.96
2015-01-17,geo 10,655.78
2015-01-17,geo 11,681.2
2015-01-17,geo 12,569.36
2015-01-17,geo 13,447.35
2015-01-17,geo 14,538.86
2015-01-17,geo 15,503.28
2015-01-17,geo 16,391.44
2015-01-17,geo 17,340.6
2015-01-17,geo 18,360.93
2015-01-17,geo 19,396.51
2015-01-17,geo 2,2048.68
2015-01-17,geo 20,299.93
2015-01-17,geo 21,289.76
2015-01-17,geo 22,213.51
2015-01-17,geo 23,381.27
2015-01-17,geo 24,142.34
2015-01-17,geo 25,116.92
2015-01-17,geo 26,249.1
2015-01-17,geo 27,157.59
2015-01-17,geo 28,203.34
2015-01-17,geo 29,193.17
2015-01-17,geo 3,1947.01
2015-01-17,geo 30,116.92
2015-01-17,geo 31,177.92
2015-01-17,geo 32,188.1
2015-01-17,geo 33,162.68
2015-01-17,geo 34,96.59
2015-01-17,geo 35,137.26
2015-01-17,geo 36,152.5
2015-01-17,geo 37,111.84
2015-01-17,geo 38,167.76
2015-01-17,geo 39,91.5
2015-01-17,geo 4,1250.56
2015-01-17,geo 40,157.59
2015-01-17,geo 41,86.42
2015-01-17,geo 42,111.84
2015-01-17,geo 43,111.84
2015-01-17,geo 44,96.59
2015-01-17,geo 45,101.68
2015-01-17,geo 46,111.84
2015-01-17,geo 47,101.68
2015-01-17,geo 48,66.09
2015-01-17,geo 49,66.09
2015-01-17,geo 5,1042.14
2015-01-17,geo 50,35.58
2015-01-17,geo 51,96.59
2015-01-17,geo 52,61
2015-01-17,geo 53,35.58
2015-01-17,geo 54,71.17
2015-01-17,geo 55,106.75
2015-01-17,geo 56,61
2015-01-17,geo 57,15.25
2015-01-17,geo 58,116.92
2015-01-17,geo 59,76.26
2015-01-17,geo 6,854.04
2015-01-17,geo 60,81.33
2015-01-17,geo 61,45.75
2015-01-17,geo 62,111.84
2015-01-17,geo 63,15.25
2015-01-17,geo 64,86.42
2015-01-17,geo 65,61
2015-01-17,geo 66,20.33
2015-01-17,geo 67,86.42
2015-01-17,geo 68,40.67
2015-01-17,geo 69,35.58
2015-01-17,geo 7,1098.05
2015-01-17,geo 70,50.84
2015-01-17,geo 71,40.67
2015-01-17,geo 72,61
2015-01-17,geo 73,35.58
2015-01-17,geo 74,45.75
2015-01-17,geo 75,15.25
2015-01-17,geo 76,45.75
2015-01-17,geo 77,30.5
2015-01-17,geo 78,45.75
2015-01-17,geo 79,10.17
2015-01-17,geo 8,808.29
2015-01-17,geo 80,10.17
2015-01-17,geo 81,20.33
2015-01-17,geo 83,15.25
2015-01-17,geo 84,10.17
2015-01-17,geo 85,20.33
2015-01-17,geo 86,20.33
2015-01-17,geo 87,30.5
2015-01-17,geo 88,20.33
2015-01-17,geo 89,30.5
2015-01-17,geo 9,742.2
2015-01-17,geo 90,10.17
2015-01-17,geo 91,25.42
2015-01-17,geo 93,20.33
2015-01-17,geo 94,25.42
2015-01-17,geo 95,10.17
2015-01-17,geo 96,20.33
2015-01-17,geo 97,5.09
2015-01-17,geo 99,5.09
2015-01-18,geo 1,2609.96
2015-01-18,geo 10,607.8
2015-01-18,geo 100,5.11
2015-01-18,geo 11,653.77
2015-01-18,geo 12,623.12
2015-01-18,geo 13,500.54
2015-01-18,geo 14,459.68
2015-01-18,geo 15,408.61
2015-01-18,geo 16,551.62
2015-01-18,geo 17,321.78
2015-01-18,geo 18,418.82
2015-01-18,geo 19,311.57
2015-01-18,geo 2,2180.93
2015-01-18,geo 20,296.24
2015-01-18,geo 21,250.27
2015-01-18,geo 22,245.16
2015-01-18,geo 23,219.62
2015-01-18,geo 24,158.33
2015-01-18,geo 25,178.76
2015-01-18,geo 26,143.01
2015-01-18,geo 27,255.38
2015-01-18,geo 28,214.51
2015-01-18,geo 29,194.09
2015-01-18,geo 3,1869.36
2015-01-18,geo 30,158.33
2015-01-18,geo 31,163.45
2015-01-18,geo 32,81.72
2015-01-18,geo 33,143.01
2015-01-18,geo 34,107.26
2015-01-18,geo 35,143.01
2015-01-18,geo 36,117.47
2015-01-18,geo 37,97.04
2015-01-18,geo 38,158.33
2015-01-18,geo 39,158.33
2015-01-18,geo 4,1389.26
2015-01-18,geo 40,107.26
2015-01-18,geo 41,76.62
2015-01-18,geo 42,122.58
2015-01-18,geo 43,102.15
2015-01-18,geo 44,45.97
2015-01-18,geo 45,66.4
2015-01-18,geo 46,97.04
2015-01-18,geo 47,107.26
2015-01-18,geo 48,107.26
2015-01-18,geo 49,81.72
2015-01-18,geo 5,1026.62
2015-01-18,geo 50,61.29
2015-01-18,geo 51,66.4
2015-01-18,geo 52,66.4
2015-01-18,geo 53,86.83
2015-01-18,geo 54,45.97
2015-01-18,geo 55,61.29
2015-01-18,geo 56,40.86
2015-01-18,geo 57,86.83
2015-01-18,geo 58,40.86
2015-01-18,geo 59,66.4
2015-01-18,geo 6,873.4
2015-01-18,geo 60,66.4
2015-01-18,geo 61,56.18
2015-01-18,geo 62,66.4
2015-01-18,geo 63,35.75
2015-01-18,geo 64,61.29
2015-01-18,geo 65,30.64
2015-01-18,geo 66,86.83
2015-01-18,geo 67,15.33
2015-01-18,geo 68,107.26
2015-01-18,geo 69,30.64
2015-01-18,geo 7,847.86
2015-01-18,geo 70,40.86
2015-01-18,geo 71,35.75
2015-01-18,geo 72,25.54
2015-01-18,geo 73,15.33
2015-01-18,geo 74,51.08
2015-01-18,geo 75,56.18
2015-01-18,geo 76,10.21
2015-01-18,geo 77,45.97
2015-01-18,geo 78,40.86
2015-01-18,geo 79,15.33
2015-01-18,geo 8,868.28
2015-01-18,geo 80,40.86
2015-01-18,geo 81,40.86
2015-01-18,geo 82,10.21
2015-01-18,geo 83,25.54
2015-01-18,geo 84,20.43
2015-01-18,geo 85,25.54
2015-01-18,geo 86,15.33
2015-01-18,geo 87,15.33
2015-01-18,geo 88,30.64
2015-01-18,geo 89,25.54
2015-01-18,geo 9,725.28
2015-01-18,geo 90,15.33
2015-01-18,geo 94,10.21
2015-01-18,geo 95,25.54
2015-01-18,geo 96,20.43
2015-01-18,geo 97,10.21
2015-01-18,geo 98,35.75
2015-01-19,geo 1,6660.74
2015-01-19,geo 10,1667.76
2015-01-19,geo 100,41.06
2015-01-19,geo 11,1477.88
2015-01-19,geo 12,1406.04
2015-01-19,geo 13,1211.05
2015-01-19,geo 14,1308.55
2015-01-19,geo 15,1282.89
2015-01-19,geo 16,1046.83
2015-01-19,geo 17,1123.81
2015-01-19,geo 18,872.36
2015-01-19,geo 19,790.26
2015-01-19,geo 2,5347.07
2015-01-19,geo 20,749.2
2015-01-19,geo 21,759.46
2015-01-19,geo 22,646.57
2015-01-19,geo 23,513.15
2015-01-19,geo 24,523.41
2015-01-19,geo 25,456.71
2015-01-19,geo 26,502.89
2015-01-19,geo 27,441.31
2015-01-19,geo 28,415.65
2015-01-19,geo 29,420.79
2015-01-19,geo 3,5069.96
2015-01-19,geo 30,400.25
2015-01-19,geo 31,436.19
2015-01-19,geo 32,230.92
2015-01-19,geo 33,461.83
2015-01-19,geo 34,241.18
2015-01-19,geo 35,328.42
2015-01-19,geo 36,256.58
2015-01-19,geo 37,277.1
2015-01-19,geo 38,307.89
2015-01-19,geo 39,164.21
2015-01-19,geo 4,3899.97
2015-01-19,geo 40,266.84
2015-01-19,geo 41,251.45
2015-01-19,geo 42,256.58
2015-01-19,geo 43,246.31
2015-01-19,geo 44,261.71
2015-01-19,geo 45,153.94
2015-01-19,geo 46,215.52
2015-01-19,geo 47,277.1
2015-01-19,geo 48,230.92
2015-01-19,geo 49,133.42
2015-01-19,geo 5,2694.06
2015-01-19,geo 50,184.74
2015-01-19,geo 51,138.55
2015-01-19,geo 52,153.94
2015-01-19,geo 53,112.9
2015-01-19,geo 54,159.08
2015-01-19,geo 55,128.29
2015-01-19,geo 56,189.87
2015-01-19,geo 57,143.68
2015-01-19,geo 58,107.76
2015-01-19,geo 59,133.42
2015-01-19,geo 6,2473.4
2015-01-19,geo 60,153.94
2015-01-19,geo 61,102.63
2015-01-19,geo 62,76.98
2015-01-19,geo 63,112.9
2015-01-19,geo 64,92.36
2015-01-19,geo 65,133.42
2015-01-19,geo 66,92.36
2015-01-19,geo 67,133.42
2015-01-19,geo 68,112.9
2015-01-19,geo 69,102.63
2015-01-19,geo 7,2124.45
2015-01-19,geo 70,112.9
2015-01-19,geo 71,66.71
2015-01-19,geo 72,71.84
2015-01-19,geo 73,41.06
2015-01-19,geo 74,51.32
2015-01-19,geo 75,71.84
2015-01-19,geo 76,87.24
2015-01-19,geo 77,92.36
2015-01-19,geo 78,112.9
2015-01-19,geo 79,35.92
2015-01-19,geo 8,2103.93
2015-01-19,geo 80,76.98
2015-01-19,geo 81,87.24
2015-01-19,geo 82,35.92
2015-01-19,geo 83,61.58
2015-01-19,geo 84,76.98
2015-01-19,geo 85,51.32
2015-01-19,geo 86,51.32
2015-01-19,geo 87,20.52
2015-01-19,geo 88,61.58
2015-01-19,geo 89,25.66
2015-01-19,geo 9,1626.7
2015-01-19,geo 90,30.78
2015-01-19,geo 91,5.14
2015-01-19,geo 92,30.78
2015-01-19,geo 93,41.06
2015-01-19,geo 94,46.18
2015-01-19,geo 95,25.66
2015-01-19,geo 96,30.78
2015-01-19,geo 98,15.4
2015-01-19,geo 99,15.4
2015-01-20,geo 1,6284.58
2015-01-20,geo 10,1397.15
2015-01-20,geo 100,15.47
2015-01-20,geo 11,1551.82
2015-01-20,geo 12,1417.76
2015-01-20,geo 13,1180.62
2015-01-20,geo 14,1144.52
2015-01-20,geo 15,1252.79
2015-01-20,geo 16,933.15
2015-01-20,geo 17,1077.5
2015-01-20,geo 18,721.78
2015-01-20,geo 19,726.93
2015-01-20,geo 2,5351.43
2015-01-20,geo 20,675.37
2015-01-20,geo 21,685.69
2015-01-20,geo 22,613.5
2015-01-20,geo 23,572.27
2015-01-20,geo 24,500.09
2015-01-20,geo 25,505.24
2015-01-20,geo 26,474.31
2015-01-20,geo 27,433.06
2015-01-20,geo 28,366.04
2015-01-20,geo 29,407.29
2015-01-20,geo 3,4681.22
2015-01-20,geo 30,273.24
2015-01-20,geo 31,299.02
2015-01-20,geo 32,314.49
2015-01-20,geo 33,396.98
2015-01-20,geo 34,371.2
2015-01-20,geo 35,288.71
2015-01-20,geo 36,273.24
2015-01-20,geo 37,257.77
2015-01-20,geo 38,242.31
2015-01-20,geo 39,221.69
2015-01-20,geo 4,3655.26
2015-01-20,geo 40,154.66
2015-01-20,geo 41,216.53
2015-01-20,geo 42,216.53
2015-01-20,geo 43,195.91
2015-01-20,geo 44,237.16
2015-01-20,geo 45,201.07
2015-01-20,geo 46,304.17
2015-01-20,geo 47,149.51
2015-01-20,geo 48,118.57
2015-01-20,geo 49,149.51
2015-01-20,geo 5,2675.72
2015-01-20,geo 50,164.98
2015-01-20,geo 51,175.29
2015-01-20,geo 52,128.89
2015-01-20,geo 53,170.13
2015-01-20,geo 54,206.22
2015-01-20,geo 55,154.66
2015-01-20,geo 56,211.38
2015-01-20,geo 57,139.2
2015-01-20,geo 58,56.71
2015-01-20,geo 59,113.42
2015-01-20,geo 6,2206.57
2015-01-20,geo 60,134.04
2015-01-20,geo 61,72.18
2015-01-20,geo 62,144.35
2015-01-20,geo 63,164.98
2015-01-20,geo 64,123.73
2015-01-20,geo 65,128.89
2015-01-20,geo 66,82.48
2015-01-20,geo 67,103.11
2015-01-20,geo 68,113.42
2015-01-20,geo 69,92.79
2015-01-20,geo 7,1995.19
2015-01-20,geo 70,92.79
2015-01-20,geo 71,118.57
2015-01-20,geo 72,77.34
2015-01-20,geo 73,61.87
2015-01-20,geo 74,36.09
2015-01-20,geo 75,36.09
2015-01-20,geo 76,51.56
2015-01-20,geo 77,30.93
2015-01-20,geo 78,41.25
2015-01-20,geo 79,77.34
2015-01-20,geo 8,2010.65
2015-01-20,geo 80,103.11
2015-01-20,geo 81,36.09
2015-01-20,geo 82,20.62
2015-01-20,geo 83,97.95
2015-01-20,geo 84,41.25
2015-01-20,geo 85,25.78
2015-01-20,geo 86,30.93
2015-01-20,geo 87,46.4
2015-01-20,geo 88,25.78
2015-01-20,geo 89,51.56
2015-01-20,geo 9,1613.68
2015-01-20,geo 90,25.78
2015-01-20,geo 91,15.47
2015-01-20,geo 92,15.47
2015-01-20,geo 93,10.31
2015-01-20,geo 94,61.87
2015-01-20,geo 95,25.78
2015-01-20,geo 96,30.93
2015-01-20,geo 97,10.31
2015-01-20,geo 98,10.31
2015-01-20,geo 99,15.47
2015-01-21,geo 1,7033.76
2015-01-21,geo 10,1538.31
2015-01-21,geo 100,25.9
2015-01-21,geo 11,1569.39
2015-01-21,geo 12,1284.52
2015-01-21,geo 13,1367.39
2015-01-21,geo 14,1626.36
2015-01-21,geo 15,1066.98
2015-01-21,geo 16,1129.13
2015-01-21,geo 17,1149.84
2015-01-21,geo 18,880.51
2015-01-21,geo 19,942.67
2015-01-21,geo 2,5977.14
2015-01-21,geo 20,745.85
2015-01-21,geo 21,595.64
2015-01-21,geo 22,559.39
2015-01-21,geo 23,585.28
2015-01-21,geo 24,450.62
2015-01-21,geo 25,564.57
2015-01-21,geo 26,455.79
2015-01-21,geo 27,357.38
2015-01-21,geo 28,445.44
2015-01-21,geo 29,362.57
2015-01-21,geo 3,4651.19
2015-01-21,geo 30,429.89
2015-01-21,geo 31,279.69
2015-01-21,geo 32,253.8
2015-01-21,geo 33,305.59
2015-01-21,geo 34,331.48
2015-01-21,geo 35,253.8
2015-01-21,geo 36,264.16
2015-01-21,geo 37,362.57
2015-01-21,geo 38,269.33
2015-01-21,geo 39,243.43
2015-01-21,geo 4,3775.85
2015-01-21,geo 40,212.36
2015-01-21,geo 41,253.8
2015-01-21,geo 42,155.38
2015-01-21,geo 43,207.18
2015-01-21,geo 44,155.38
2015-01-21,geo 45,207.18
2015-01-21,geo 46,264.16
2015-01-21,geo 47,227.9
2015-01-21,geo 48,108.77
2015-01-21,geo 49,155.38
2015-01-21,geo 5,2724.42
2015-01-21,geo 50,181.28
2015-01-21,geo 51,181.28
2015-01-21,geo 52,170.92
2015-01-21,geo 53,150.21
2015-01-21,geo 54,150.21
2015-01-21,geo 55,150.21
2015-01-21,geo 56,176.1
2015-01-21,geo 57,56.97
2015-01-21,geo 58,170.92
2015-01-21,geo 59,93.23
2015-01-21,geo 6,2030.37
2015-01-21,geo 60,82.87
2015-01-21,geo 61,222.72
2015-01-21,geo 62,160.56
2015-01-21,geo 63,93.23
2015-01-21,geo 64,124.31
2015-01-21,geo 65,113.95
2015-01-21,geo 66,155.38
2015-01-21,geo 67,139.85
2015-01-21,geo 68,124.31
2015-01-21,geo 69,82.87
2015-01-21,geo 7,2139.13
2015-01-21,geo 70,62.15
2015-01-21,geo 71,170.92
2015-01-21,geo 72,139.85
2015-01-21,geo 73,82.87
2015-01-21,geo 74,62.15
2015-01-21,geo 75,88.05
2015-01-21,geo 76,72.51
2015-01-21,geo 77,62.15
2015-01-21,geo 78,36.26
2015-01-21,geo 79,82.87
2015-01-21,geo 8,1963.03
2015-01-21,geo 80,56.97
2015-01-21,geo 81,51.8
2015-01-21,geo 82,82.87
2015-01-21,geo 83,25.9
2015-01-21,geo 84,62.15
2015-01-21,geo 85,88.05
2015-01-21,geo 86,20.71
2015-01-21,geo 87,56.97
2015-01-21,geo 88,41.44
2015-01-21,geo 89,31.07
2015-01-21,geo 9,1781.75
2015-01-21,geo 90,41.44
2015-01-21,geo 91,56.97
2015-01-21,geo 92,31.07
2015-01-21,geo 93,31.07
2015-01-21,geo 94,25.9
2015-01-21,geo 95,31.07
2015-01-21,geo 96,25.9
2015-01-21,geo 97,15.54
2015-01-21,geo 98,10.36
2015-01-21,geo 99,36.26
2015-01-22,geo 1,6322.23
2015-01-22,geo 10,1763.98
2015-01-22,geo 100,15.61
2015-01-22,geo 11,1488.2
2015-01-22,geo 12,1384.12
2015-01-22,geo 13,1441.37
2015-01-22,geo 14,1472.58
2015-01-22,geo 15,1332.09
2015-01-22,geo 16,910.61
2015-01-22,geo 17,905.4
2015-01-22,geo 18,926.22
2015-01-22,geo 19,806.53
2015-01-22,geo 2,6259.79
2015-01-22,geo 20,697.26
2015-01-22,geo 21,681.65
2015-01-22,geo 22,572.38
2015-01-22,geo 23,494.33
2015-01-22,geo 24,556.77
2015-01-22,geo 25,541.17
2015-01-22,geo 26,478.72
2015-01-22,geo 27,400.67
2015-01-22,geo 28,317.42
2015-01-22,geo 29,400.67
2015-01-22,geo 3,4984.93
2015-01-22,geo 30,421.48
2015-01-22,geo 31,296.6
2015-01-22,geo 32,265.38
2015-01-22,geo 33,286.19
2015-01-22,geo 34,338.23
2015-01-22,geo 35,239.36
2015-01-22,geo 36,322.61
2015-01-22,geo 37,327.82
2015-01-22,geo 38,218.54
2015-01-22,geo 39,228.96
2015-01-22,geo 4,4282.46
2015-01-22,geo 40,228.96
2015-01-22,geo 41,197.73
2015-01-22,geo 42,286.19
2015-01-22,geo 43,301.8
2015-01-22,geo 44,192.53
2015-01-22,geo 45,145.69
2015-01-22,geo 46,114.48
2015-01-22,geo 47,202.94
2015-01-22,geo 48,192.53
2015-01-22,geo 49,166.51
2015-01-22,geo 5,2976.39
2015-01-22,geo 50,192.53
2015-01-22,geo 51,166.51
2015-01-22,geo 52,213.34
2015-01-22,geo 53,114.48
2015-01-22,geo 54,98.87
